county,2014_score,2014_rate,2015_score,2015_rate,2016_score,2016_rate,2017_score,2017_rate,2018_score,2018_rate,2019_score,2019_rate,2020_score,2020_rate,2021_score,2021_rate,2022_score,2022_rate,2023_score,2023_rate
31005,9.76,Minor,2.12,Minor,2,Minor,1.72,Minor,77.53,Moderate,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31007,9.76,Minor,2.12,Minor,2,Minor,1.72,Minor,1.03,Minor,21.71,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31009,9.76,Minor,2.12,Minor,2,Minor,1.72,Minor,1.79,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31011,9.76,Minor,3.11,Minor,2,Minor,1.72,Minor,1.13,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31015,20.62,Minor,6.29,Minor,27.07,Minor,8.7,Minor,6.88,Minor,67.01,Moderate,88.22,Moderate,91.07,Moderate,0.99,Minor,17.29,Minor
31017,21.54,Minor,27.66,Minor,4.7,Minor,5.66,Minor,2.02,Minor,10.16,Minor,61.02,Minor,12.54,Minor,1.16,Minor,34.51,Minor
31019,27.27,Minor,15.22,Minor,20.48,Minor,18.27,Minor,6.72,Minor,33.16,Minor,35.21,Minor,15.49,Minor,39.87,Minor,39.54,Minor
31021,22.47,Minor,75.18,Minor,29.02,Minor,3.24,Minor,71.08,Moderate,53.08,Minor,14.79,Minor,1.19,Minor,29.81,Minor,39.28,Minor
31023,9.76,Minor,2.51,Minor,43.41,Minor,3.34,Minor,34.58,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31025,47.12,Minor,71.24,Minor,51.39,Minor,29.72,Minor,41.16,Minor,77.37,Moderate,55.72,Minor,49.17,Minor,70.95,Moderate,56.92,Minor
31027,26.54,Minor,68.37,Minor,44.57,Minor,0.03,Minor,0.23,Minor,7.97,Minor,17.31,Minor,1.03,Minor,1.56,Minor,33.7,Minor
31031,38.32,Minor,39.74,Minor,7.08,Minor,4.47,Minor,6.52,Minor,10.89,Minor,53.71,Minor,10.89,Minor,1.99,Minor,17.29,Minor
31035,9.76,Minor,2.12,Minor,2,Minor,1.72,Minor,1.52,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31037,19.01,Minor,1.26,Minor,26.97,Minor,3.71,Minor,9.89,Minor,7.31,Minor,16.02,Minor,36.83,Minor,43.75,Minor,17.29,Minor
31041,9.76,Minor,3.87,Minor,2,Minor,1.72,Minor,1.42,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31043,54.2,Minor,5.43,Minor,56.12,Minor,31.8,Minor,1.99,Minor,10.06,Minor,18.56,Minor,27.66,Minor,37.16,Minor,35.52,Minor
31045,19.69,Minor,44.74,Minor,0.26,Minor,11.38,Minor,5.59,Minor,11.88,Minor,0.07,Minor,26.67,Minor,42.22,Minor,49.4,Minor
31047,38.62,Minor,7.35,Minor,19.79,Minor,31.97,Minor,7.58,Minor,9.3,Minor,27.53,Minor,24.85,Minor,28.62,Minor,0.33,Minor
31049,20.02,Minor,17.97,Minor,5.23,Minor,3.77,Minor,5.49,Minor,14.26,Minor,16.68,Minor,75.58,Moderate,40.97,Minor,41.3,Minor
31051,9.76,Minor,84.08,Moderate,24.29,Minor,0.17,Minor,88.22,Moderate,4.38,Minor,12.67,Minor,0.46,Minor,0.46,Minor,0.03,Minor
31053,23.53,Minor,19.62,Minor,20.28,Minor,22.44,Minor,50.2,Minor,11.35,Minor,21.34,Minor,57.91,Minor,40.14,Minor,17.29,Minor
31055,91.1,Moderate,99.27,Severe,85.74,Moderate,90.54,Moderate,95.04,Major,85.01,Moderate,91.33,Moderate,97.32,Major,94.84,Major,17.29,Minor
31059,19.36,Minor,6.92,Minor,81.5,Moderate,28.09,Minor,3.24,Minor,12.21,Minor,18.3,Minor,1.42,Minor,25.12,Minor,33.7,Minor
31061,9.76,Minor,2.12,Minor,2,Minor,1.72,Minor,1.39,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31063,9.76,Minor,2.12,Minor,2,Minor,1.72,Minor,1.26,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31065,22.87,Minor,0.79,Minor,10.69,Minor,0.74,Minor,16.64,Minor,8.5,Minor,54.3,Minor,0.4,Minor,1.22,Minor,17.29,Minor
31067,9.76,Minor,10.49,Minor,10.23,Minor,12.21,Minor,23.16,Minor,6.88,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31069,20.38,Minor,25.58,Minor,0.46,Minor,30.15,Minor,31.73,Minor,22.47,Minor,80.61,Moderate,16.71,Minor,53.08,Minor,37.92,Minor
31073,9.76,Minor,3.71,Minor,2,Minor,1.72,Minor,19.42,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31075,9.76,Minor,2.12,Minor,2,Minor,1.72,Minor,79.75,Moderate,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31079,9.76,Minor,3.74,Minor,3.44,Minor,2.71,Minor,0.94,Minor,4.27,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31081,43.25,Minor,25.61,Minor,8.41,Minor,69.23,Minor,4.4,Minor,12.91,Minor,0.1,Minor,25.61,Minor,29.05,Minor,40.6,Minor
31083,22.73,Minor,68.99,Minor,8.07,Minor,5.43,Minor,1.82,Minor,17.37,Minor,37.92,Minor,1.82,Minor,46.36,Minor,17.29,Minor
31085,9.76,Minor,2.12,Minor,2,Minor,1.72,Minor,1.06,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31089,30.97,Minor,42.16,Minor,13.6,Minor,78.62,Moderate,5.86,Minor,11.75,Minor,0.69,Minor,81.7,Moderate,1.06,Minor,37.09,Minor
31093,9.76,Minor,0.83,Minor,4.96,Minor,1.72,Minor,0.94,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31095,9.76,Minor,44.64,Minor,18.03,Minor,17.7,Minor,18.17,Minor,5,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31097,33.88,Minor,36.04,Minor,8.47,Minor,10.52,Minor,58.67,Minor,18.03,Minor,43.15,Minor,18,Minor,62.31,Moderate,51.42,Minor
31099,9.76,Minor,2.12,Minor,2,Minor,1.72,Minor,4.33,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31101,19.92,Minor,11.58,Minor,12.41,Minor,8.8,Minor,11.75,Minor,5.23,Minor,19.23,Minor,80.11,Moderate,36.4,Minor,31.93,Minor
31103,9.76,Minor,2.12,Minor,2,Minor,1.72,Minor,1.46,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31105,9.76,Minor,3.11,Minor,2,Minor,1.72,Minor,0.03,Minor,16.35,Minor,6.88,Minor,0.56,Minor,13.17,Minor,17.29,Minor
31107,20.12,Minor,52.81,Minor,21.34,Minor,2.78,Minor,40.57,Minor,3.89,Minor,1.82,Minor,78.69,Moderate,36.23,Minor,68.03,Minor
31109,9.76,Minor,6.02,Minor,11.68,Minor,4.93,Minor,6.75,Minor,4.33,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31111,26.64,Minor,0.76,Minor,38.88,Minor,0.2,Minor,10.29,Minor,2.05,Minor,45.04,Minor,0.07,Minor,28.79,Minor,35.67,Minor
31115,9.76,Minor,2.12,Minor,2,Minor,1.72,Minor,1.49,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31117,9.76,Minor,2.12,Minor,2,Minor,1.72,Minor,64.96,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31119,37.56,Minor,54.63,Minor,12.14,Minor,3.31,Minor,2.78,Minor,6.39,Minor,21.31,Minor,36.66,Minor,51.09,Minor,49.83,Minor
31123,28.26,Minor,8.04,Minor,7.71,Minor,5.2,Minor,5,Minor,0.23,Minor,25.65,Minor,11.95,Minor,24.95,Minor,0.26,Minor
31127,46.03,Minor,68.7,Minor,6.72,Minor,15.98,Minor,9.53,Minor,26.21,Minor,27.8,Minor,33.19,Minor,44.31,Minor,17.29,Minor
31131,39.15,Minor,17.37,Minor,13.24,Minor,13.43,Minor,24.32,Minor,13.3,Minor,31.9,Minor,37.03,Minor,37.72,Minor,17.29,Minor
31133,43.68,Minor,53.81,Minor,10.29,Minor,27.86,Minor,14.76,Minor,45.43,Minor,46.72,Minor,30.91,Minor,56.59,Minor,67.31,Minor
31135,20.25,Minor,4.57,Minor,11.05,Minor,3.81,Minor,15.49,Minor,32.53,Minor,31.63,Minor,38.25,Minor,0.83,Minor,63.37,Minor
31137,9.76,Minor,1.72,Minor,2,Minor,1.72,Minor,1.56,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31139,9.76,Minor,42.06,Minor,6.29,Minor,4.83,Minor,1.29,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31145,32.76,Minor,45.43,Minor,3.94,Minor,3.94,Minor,7.11,Minor,5.49,Minor,29.19,Minor,15.09,Minor,71.87,Moderate,38.15,Minor
31147,41.23,Minor,86.2,Moderate,7.38,Minor,12.91,Minor,6.68,Minor,40.7,Minor,22.27,Minor,34.58,Minor,49.67,Minor,1.82,Minor
31149,19.76,Minor,54.96,Minor,32.36,Minor,0.36,Minor,38.19,Minor,18.73,Minor,54.63,Minor,0.63,Minor,0.96,Minor,17.29,Minor
31151,9.76,Minor,19.42,Minor,15.95,Minor,21.31,Minor,17.94,Minor,3.79,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31153,47.62,Minor,95.07,Moderate,36.07,Minor,49.77,Minor,19.09,Minor,50.76,Minor,90.87,Moderate,67.44,Moderate,73.76,Moderate,17.29,Minor
31155,47.35,Minor,52.85,Minor,27.76,Minor,6.25,Minor,28.62,Minor,27.13,Minor,54,Minor,65.29,Moderate,51.32,Minor,17.29,Minor
31157,86.8,Moderate,40.17,Minor,17.37,Minor,5.36,Minor,9.6,Minor,5.96,Minor,23.46,Minor,20.68,Minor,0.36,Minor,41.73,Minor
31159,26.31,Minor,9.56,Minor,50.17,Minor,18.73,Minor,28.23,Minor,4.86,Minor,1.72,Minor,0.69,Minor,25.41,Minor,37.56,Minor
31161,32.79,Minor,33.29,Minor,0.56,Minor,37.09,Minor,39.58,Minor,11.65,Minor,61.09,Minor,20.35,Minor,41.33,Minor,61.38,Minor
31163,9.76,Minor,49.7,Minor,13.7,Minor,3.84,Minor,7.61,Minor,5.92,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31165,9.76,Minor,50.5,Minor,29.91,Minor,9,Minor,9.99,Minor,26.04,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31167,9.76,Minor,1.77,Minor,2,Minor,1.72,Minor,1.22,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31169,9.76,Minor,86.63,Moderate,79.22,Moderate,76.17,Moderate,52.88,Minor,9.83,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31173,36.17,Minor,4.53,Minor,27.66,Minor,0.07,Minor,2.61,Minor,27.56,Minor,18.46,Minor,0.03,Minor,0.5,Minor,17.29,Minor
31177,63.67,Minor,81.87,Moderate,28.89,Minor,57.05,Minor,72.6,Moderate,31.47,Minor,62.05,Moderate,65.02,Moderate,56.82,Minor,17.29,Minor
31179,9.76,Minor,1.77,Minor,2,Minor,1.72,Minor,1.19,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
31185,61.88,Minor,23,Minor,3.81,Minor,12.38,Minor,50.53,Minor,5.43,Minor,13.2,Minor,16.25,Minor,77.47,Moderate,44.04,Minor
32001,56.55,Minor,40.34,Minor,19.46,Minor,31.47,Minor,18.7,Minor,25.55,Minor,34.25,Minor,35.97,Minor,71.81,Moderate,17.29,Minor
32003,93.61,Major,97.42,Major,96.92,Major,97.85,Major,91.73,Moderate,92.72,Moderate,96.1,Major,98.31,Major,98.58,Severe,17.29,Minor
32005,85.57,Moderate,75.81,Minor,46.59,Minor,82.36,Moderate,32.79,Minor,55.72,Minor,83.39,Moderate,84.78,Moderate,72.17,Moderate,17.29,Minor
32007,75.81,Moderate,21.21,Minor,39.21,Minor,57.18,Minor,22.8,Minor,46.13,Minor,85.44,Moderate,51.49,Minor,81.27,Moderate,17.29,Minor
32009,19.52,Minor,78.66,Minor,26.51,Minor,44.08,Minor,82.46,Moderate,33.92,Minor,1.92,Minor,24.12,Minor,29.32,Minor,17.29,Minor
32011,31.6,Minor,14.16,Minor,45.57,Minor,31.24,Minor,25.02,Minor,15.55,Minor,16.45,Minor,19.76,Minor,0.93,Minor,17.29,Minor
32013,54.4,Minor,50.3,Minor,22.5,Minor,55.16,Minor,39.38,Minor,40.83,Minor,56.19,Minor,43.65,Minor,46.23,Minor,17.29,Minor
32015,64.3,Moderate,49.9,Minor,63.4,Minor,29.55,Minor,24.78,Minor,34.98,Minor,67.74,Moderate,51.06,Minor,38.68,Minor,17.29,Minor
32019,60.46,Minor,27.99,Minor,25.15,Minor,78.29,Moderate,30.41,Minor,41.03,Minor,75.81,Moderate,54.6,Minor,76.27,Moderate,17.29,Minor
32021,51.16,Minor,67.94,Minor,70.52,Minor,52.58,Minor,30.87,Minor,23.79,Minor,62.41,Moderate,57.31,Minor,53.01,Minor,17.29,Minor
32023,26.44,Minor,22.83,Minor,44.08,Minor,34.98,Minor,39.44,Minor,36.3,Minor,33.95,Minor,36.2,Minor,36.37,Minor,17.29,Minor
32027,25.35,Minor,62.67,Minor,25.31,Minor,41.2,Minor,23.99,Minor,14.76,Minor,68.7,Moderate,15.42,Minor,45.33,Minor,17.29,Minor
32029,37.66,Minor,46.36,Minor,4.77,Minor,59.76,Minor,8.67,Minor,8.97,Minor,38.55,Minor,20.98,Minor,44.47,Minor,17.29,Minor
32031,98.08,Major,90.54,Moderate,95.73,Major,96.86,Major,82.26,Moderate,93.55,Moderate,92.75,Moderate,89.38,Moderate,94.54,Major,17.29,Minor
32033,9.76,Minor,3.11,Minor,2,Minor,1.72,Minor,8.01,Minor,4.57,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
32510,65.95,Moderate,13,Minor,14.86,Minor,72.34,Moderate,12.67,Minor,37.89,Minor,48.25,Minor,55.06,Minor,84.28,Moderate,17.29,Minor
33001,76.01,Moderate,79.19,Minor,64.43,Minor,93.35,Moderate,78.95,Moderate,67.54,Moderate,80.77,Moderate,52.32,Minor,69.36,Moderate,98.11,Major
33003,84.18,Moderate,78.39,Minor,83.42,Moderate,84.91,Moderate,88.78,Moderate,91.16,Moderate,83.49,Moderate,84.51,Moderate,71.38,Moderate,83.12,Moderate
33005,83.12,Moderate,57.51,Minor,42.22,Minor,84.65,Moderate,71.81,Moderate,91.69,Moderate,79.35,Moderate,85.57,Moderate,78.56,Moderate,97.02,Major
33007,83.82,Moderate,74.65,Minor,60.42,Minor,36.43,Minor,60.72,Minor,69.46,Moderate,66.51,Moderate,56.72,Minor,57.15,Minor,88.65,Moderate
33009,73.1,Moderate,75.08,Minor,76.34,Moderate,71.18,Minor,83.82,Moderate,72.07,Moderate,79.95,Moderate,73.66,Moderate,75.78,Moderate,91.96,Moderate
33011,91.73,Moderate,83.52,Moderate,83.88,Moderate,92.16,Moderate,88.29,Moderate,48.87,Minor,97.49,Major,94.71,Major,96.06,Major,99.93,Extreme
33013,97.32,Major,76.31,Minor,63.73,Minor,82.33,Moderate,79.68,Moderate,45.04,Minor,95.96,Major,77.6,Moderate,94.67,Major,99.8,Severe
33015,92.79,Major,81.67,Moderate,85.47,Moderate,91.76,Moderate,89.77,Moderate,71.58,Moderate,98.08,Major,95.73,Major,97.82,Severe,99.67,Severe
33017,92.06,Moderate,67.37,Minor,54.24,Minor,85.14,Moderate,73.3,Moderate,30.61,Minor,93.08,Moderate,82.56,Moderate,85.27,Moderate,99.24,Major
33019,96.76,Major,45.83,Minor,69.06,Minor,66.91,Minor,70.35,Moderate,75.94,Moderate,84.38,Moderate,78.82,Moderate,74.26,Moderate,85.94,Moderate
34001,97.29,Major,82.56,Moderate,81.17,Moderate,50.5,Minor,95.6,Major,75.15,Moderate,70.02,Moderate,86.3,Moderate,91.33,Major,98.64,Major
34003,99.74,Severe,96.06,Major,96.23,Major,92.65,Moderate,99.17,Severe,94.21,Moderate,96.86,Major,98.28,Major,97.52,Severe,98.51,Major
34005,99.4,Severe,90.7,Moderate,92.39,Moderate,92.19,Moderate,98.28,Severe,97.65,Major,95.67,Moderate,98.44,Severe,97.05,Major,82.86,Moderate
34007,99.77,Severe,91.69,Moderate,90.7,Moderate,87.99,Moderate,97.15,Major,94.01,Moderate,94.47,Moderate,93.25,Major,95.6,Major,96.69,Moderate
34009,96.56,Major,60.99,Minor,58.44,Minor,86.07,Moderate,88.12,Moderate,73.76,Moderate,74.95,Moderate,85.21,Moderate,98.11,Severe,86.3,Moderate
34011,82.83,Moderate,43.85,Minor,27.5,Minor,27.8,Minor,85.31,Moderate,41.4,Minor,55.26,Minor,89.58,Moderate,86.6,Moderate,82.76,Moderate
34013,98.05,Major,96.79,Major,97.05,Major,96.66,Major,98.05,Severe,97.49,Major,96.69,Major,97.65,Major,98.78,Severe,96.06,Moderate
34015,99.67,Severe,78.19,Minor,69.79,Minor,55.79,Minor,86.66,Moderate,80.74,Moderate,89.25,Moderate,92.49,Moderate,92.52,Major,97.75,Major
34017,99.44,Severe,90.6,Moderate,78.59,Moderate,90.17,Moderate,96.62,Major,93.35,Moderate,92.89,Moderate,95.04,Major,96.13,Major,97.15,Major
34019,81.77,Moderate,91,Moderate,94.54,Moderate,94.74,Major,91.79,Moderate,88.95,Moderate,95.6,Moderate,96.13,Major,96.69,Major,17.29,Minor
34021,81.97,Moderate,94.11,Moderate,89.74,Moderate,85.27,Moderate,96.26,Major,94.28,Moderate,93.32,Moderate,94.8,Major,96.46,Major,82.33,Moderate
34023,95.4,Major,96.1,Major,92.79,Moderate,94.54,Major,98.54,Severe,97.78,Major,97.15,Major,97.15,Major,99.37,Severe,84.22,Moderate
34025,96.03,Major,96.99,Major,97.19,Major,94.57,Major,99.6,Extreme,99.04,Major,98.05,Major,95.5,Major,98.74,Severe,17.29,Minor
34027,95.2,Major,96.66,Major,96.56,Major,96.76,Major,99.04,Severe,98.05,Major,98.87,Major,98.74,Severe,99.27,Severe,67.7,Minor
34029,92.69,Major,97.88,Major,96.72,Major,96.82,Major,99.74,Extreme,98.68,Major,98.81,Major,96.59,Major,99.77,Extreme,37.29,Minor
34031,94.01,Major,93.38,Moderate,93.18,Moderate,91.56,Moderate,97.55,Major,95,Moderate,94.84,Moderate,94.18,Major,95.8,Major,92.46,Moderate
34033,96,Major,65.22,Minor,37.95,Minor,52.78,Minor,67.37,Moderate,64.06,Minor,77.8,Moderate,82.26,Moderate,81.73,Moderate,85.84,Moderate
34035,96.16,Major,89.08,Moderate,86.63,Moderate,88.88,Moderate,93.78,Major,90.3,Moderate,95.4,Moderate,95.2,Major,95.53,Major,84.84,Moderate
34037,92.29,Major,93.58,Moderate,94.31,Moderate,91.79,Moderate,93.32,Major,95.93,Major,95.5,Moderate,96.06,Major,97.95,Severe,36.86,Minor
34039,88.95,Moderate,94.14,Moderate,93.55,Moderate,93.65,Moderate,97.68,Major,95.73,Major,94.01,Moderate,96.79,Major,97.12,Major,85.21,Moderate
34041,82.59,Moderate,85.57,Moderate,87.59,Moderate,87.79,Moderate,86.76,Moderate,82.5,Moderate,95.14,Moderate,93.94,Major,92.26,Major,17.29,Minor
35001,94.41,Major,91.96,Moderate,91.69,Moderate,94.84,Major,85.8,Moderate,91.13,Moderate,97.98,Major,96.39,Major,98.81,Severe,17.29,Minor
35003,24.02,Minor,14.89,Minor,0.2,Minor,32.03,Minor,11.22,Minor,76.51,Moderate,6.88,Minor,68.2,Moderate,1.75,Minor,2.28,Minor
35005,50.33,Minor,33.26,Minor,48.25,Minor,37.82,Minor,24.45,Minor,35.84,Minor,49.97,Minor,52.05,Minor,49.74,Minor,47.82,Minor
35009,91.76,Moderate,55.16,Minor,18.17,Minor,68.46,Minor,17.74,Minor,59.86,Minor,48.35,Minor,43.48,Minor,69.82,Moderate,37.99,Minor
35011,9.76,Minor,62.54,Minor,40.83,Minor,40.93,Minor,69.82,Moderate,84.91,Moderate,61.55,Moderate,66.08,Moderate,13.17,Minor,17.29,Minor
35013,94.18,Major,87.99,Moderate,84.88,Moderate,80.11,Moderate,66.48,Moderate,74.85,Moderate,89.34,Moderate,73.69,Moderate,88.85,Moderate,83.82,Moderate
35015,82.1,Moderate,81.7,Moderate,33.09,Minor,38.88,Minor,56.72,Minor,57.78,Minor,62.74,Moderate,55.63,Minor,72.1,Moderate,46.89,Minor
35017,75.25,Moderate,42.03,Minor,37.29,Minor,41.33,Minor,52.71,Minor,39.97,Minor,57.81,Minor,61.38,Minor,87.23,Moderate,17.29,Minor
35019,9.76,Minor,57.18,Minor,13.14,Minor,19.29,Minor,27.13,Minor,33.72,Minor,31.7,Minor,40.67,Minor,13.17,Minor,17.29,Minor
35023,25.12,Minor,10.56,Minor,0.13,Minor,9.36,Minor,5.29,Minor,14.66,Minor,71.61,Moderate,14.46,Minor,30.77,Minor,17.29,Minor
35025,57.61,Minor,61.52,Minor,36.14,Minor,83.69,Moderate,40.11,Minor,56.35,Minor,62.81,Moderate,47.62,Minor,57.48,Minor,74.22,Minor
35027,56.68,Minor,63.37,Minor,51.95,Minor,22.27,Minor,44.14,Minor,70.05,Moderate,66.94,Moderate,64.23,Minor,75.02,Moderate,17.29,Minor
35029,63.53,Minor,59.99,Minor,9.96,Minor,23.56,Minor,31.24,Minor,24.32,Minor,39.08,Minor,31.63,Minor,67.47,Moderate,34.51,Minor
35031,9.76,Minor,3.84,Minor,4.73,Minor,55.56,Minor,53.94,Minor,4.02,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
35035,61.95,Minor,13.83,Minor,8.54,Minor,31.17,Minor,74.52,Moderate,35.47,Minor,57.25,Minor,53.67,Minor,59.83,Moderate,32.36,Minor
35037,20.88,Minor,73.3,Minor,4.17,Minor,74.12,Moderate,2.81,Minor,13.83,Minor,15.25,Minor,20.09,Minor,32.93,Minor,44.54,Minor
35039,9.76,Minor,87.26,Moderate,73.46,Minor,78.19,Moderate,71.38,Moderate,14.49,Minor,6.88,Minor,1.26,Minor,13.17,Minor,17.29,Minor
35041,52.22,Minor,15.06,Minor,3.01,Minor,62.57,Minor,1.72,Minor,0.46,Minor,21.84,Minor,0.5,Minor,25.94,Minor,48.84,Minor
35043,60.39,Minor,63.17,Minor,74.26,Minor,72.96,Moderate,65.25,Minor,48.44,Minor,54.07,Minor,70.55,Moderate,93.71,Major,17.29,Minor
35045,9.76,Minor,52.51,Minor,73.2,Minor,70.52,Minor,61.95,Minor,6.02,Minor,6.88,Minor,9.79,Minor,13.17,Minor,17.29,Minor
35047,38.35,Minor,65.09,Minor,9.46,Minor,40.97,Minor,12.01,Minor,61.55,Minor,26.9,Minor,46.62,Minor,77.8,Moderate,17.29,Minor
35049,92.82,Major,69.49,Minor,67.97,Minor,77.2,Moderate,81.17,Moderate,62.84,Minor,73.33,Moderate,79.75,Moderate,97.88,Severe,17.29,Minor
35051,24.52,Minor,1.32,Minor,15.19,Minor,0.23,Minor,15.92,Minor,9.1,Minor,26.37,Minor,1.46,Minor,24.29,Minor,17.29,Minor
35053,0.63,Minor,28.89,Minor,4.14,Minor,5,Minor,1.92,Minor,11.12,Minor,18.53,Minor,18.17,Minor,13.17,Minor,17.29,Minor
35057,9.76,Minor,73.79,Minor,49.14,Minor,64.36,Minor,42.52,Minor,48.38,Minor,73.99,Moderate,33.39,Minor,13.17,Minor,17.29,Minor
35059,21.05,Minor,27.47,Minor,5.43,Minor,4.04,Minor,10.09,Minor,8.77,Minor,23.43,Minor,17.97,Minor,27.2,Minor,17.29,Minor
35061,73.36,Moderate,48.08,Minor,43.98,Minor,65.59,Minor,41.26,Minor,72.14,Moderate,58.67,Minor,84.45,Moderate,92.98,Major,17.29,Minor
36001,89.51,Moderate,90.73,Moderate,87.79,Moderate,92.26,Moderate,96.99,Major,90.07,Moderate,83.22,Moderate,86.1,Moderate,90.67,Major,96.96,Major
36003,67.41,Moderate,44.34,Minor,53.87,Minor,50.56,Minor,69.52,Moderate,60.29,Minor,76.57,Moderate,53.64,Minor,83.45,Moderate,68.89,Minor
36005,64.16,Minor,32,Minor,59.36,Minor,50.17,Minor,84.65,Moderate,26.31,Minor,34.75,Minor,15.02,Minor,60.09,Moderate,39.25,Minor
36007,84.55,Moderate,89.91,Moderate,97.52,Major,76.44,Moderate,77.76,Moderate,74.32,Moderate,84.28,Moderate,46.82,Minor,83.79,Moderate,74.35,Minor
36009,74.29,Moderate,54.86,Minor,34.65,Minor,61.18,Minor,66.61,Moderate,66.35,Moderate,85.14,Moderate,13.6,Minor,56.09,Minor,73.73,Minor
36011,63.57,Minor,73.16,Minor,54.5,Minor,26.6,Minor,68.53,Moderate,61.22,Minor,84.35,Moderate,25.68,Minor,83.65,Moderate,92.39,Moderate
36013,80.94,Moderate,44.9,Minor,69.09,Minor,77.86,Moderate,63.96,Minor,73.46,Moderate,73.13,Moderate,12.84,Minor,76.8,Moderate,81.14,Moderate
36015,46.82,Minor,47.95,Minor,59.86,Minor,60.72,Minor,48.15,Minor,58.57,Minor,69.92,Moderate,90.07,Moderate,72.44,Moderate,79.81,Moderate
36017,79.78,Moderate,70.42,Minor,90.64,Moderate,58.01,Minor,50.13,Minor,58.44,Minor,85.34,Moderate,15.16,Minor,81.97,Moderate,83.02,Moderate
36019,63.04,Minor,39.05,Minor,66.58,Minor,31.63,Minor,34.98,Minor,62.05,Minor,58.01,Minor,39.44,Minor,63.86,Moderate,91.63,Moderate
36021,79.32,Moderate,89.18,Moderate,88.12,Moderate,87.16,Moderate,81.2,Moderate,76.77,Moderate,82.2,Moderate,51.65,Minor,85.18,Moderate,87.89,Moderate
36023,55.13,Minor,42.89,Minor,49.5,Minor,39.01,Minor,26.27,Minor,46.06,Minor,65.25,Moderate,39.34,Minor,53.77,Minor,82.79,Moderate
36025,72.14,Moderate,83.95,Moderate,87.06,Moderate,62.51,Minor,64.1,Minor,65.68,Minor,73.59,Moderate,37.92,Minor,83.29,Moderate,77.04,Moderate
36027,91.63,Moderate,94.08,Moderate,91.99,Moderate,93.51,Moderate,97.22,Major,91.76,Moderate,93.78,Moderate,42.42,Minor,93.41,Major,98.35,Major
36029,96.43,Major,96.92,Major,95.4,Moderate,95.83,Major,96.69,Major,96.76,Major,96.76,Major,31.8,Minor,96.1,Major,97.58,Major
36031,87.49,Moderate,68.93,Minor,83.95,Moderate,85.44,Moderate,60.09,Minor,85.9,Moderate,81.7,Moderate,20.28,Minor,83.95,Moderate,94.94,Moderate
36033,46.96,Minor,37.19,Minor,47.45,Minor,41.13,Minor,26.84,Minor,87.72,Moderate,70.38,Moderate,51.75,Minor,71.14,Moderate,90.04,Moderate
36035,42.92,Minor,58.8,Minor,75.81,Moderate,30.87,Minor,67.04,Moderate,72.63,Moderate,71.38,Moderate,47.49,Minor,72.2,Moderate,93.75,Moderate
36037,55.33,Minor,42.98,Minor,32.13,Minor,39.74,Minor,43.94,Minor,64.82,Minor,76.94,Moderate,90.27,Moderate,51.26,Minor,73.66,Minor
