county,2014_score,2014_rate,2015_score,2015_rate,2016_score,2016_rate,2017_score,2017_rate,2018_score,2018_rate,2019_score,2019_rate,2020_score,2020_rate,2021_score,2021_rate,2022_score,2022_rate,2023_score,2023_rate
36039,64.26,Moderate,83.88,Moderate,77.76,Moderate,54.53,Minor,87.86,Moderate,86.83,Moderate,87.56,Moderate,40.7,Minor,77.07,Moderate,92.29,Moderate
36041,61.18,Minor,86.86,Moderate,71.18,Minor,73.06,Moderate,85.24,Moderate,75.41,Moderate,92.39,Moderate,62.38,Minor,81.67,Moderate,94.08,Moderate
36043,73.43,Moderate,74.69,Minor,78.76,Moderate,57.28,Minor,72.9,Moderate,76.57,Moderate,77.4,Moderate,96.99,Major,87.92,Moderate,85.18,Moderate
36045,88.82,Moderate,65.62,Minor,85.21,Moderate,51.06,Minor,66.41,Moderate,61.78,Minor,77,Moderate,37.76,Minor,82.4,Moderate,77.53,Moderate
36047,80.97,Moderate,37.29,Minor,27.86,Minor,14.59,Minor,82.63,Moderate,50.1,Minor,29.45,Minor,15.65,Minor,79.38,Moderate,39.68,Minor
36049,75.22,Moderate,53.04,Minor,52.15,Minor,43.58,Minor,37.92,Minor,65.52,Minor,70.48,Moderate,20.91,Minor,61.02,Moderate,74.82,Minor
36051,67.97,Moderate,41.79,Minor,44.34,Minor,19.49,Minor,36.33,Minor,53.04,Minor,54.9,Minor,90.57,Moderate,76.47,Moderate,78.86,Moderate
36053,66.28,Moderate,57.11,Minor,68.4,Minor,67.57,Minor,49.74,Minor,51.46,Minor,70.09,Moderate,14.63,Minor,61.78,Moderate,77.27,Moderate
36055,98.01,Major,96.16,Major,93.81,Moderate,88.98,Moderate,86.17,Moderate,92.26,Moderate,98.28,Major,22.67,Minor,94.08,Major,84.15,Moderate
36057,68.83,Moderate,51.92,Minor,43.61,Minor,34.48,Minor,35.67,Minor,33.42,Minor,61.35,Minor,57.84,Minor,46.39,Minor,85.01,Moderate
36059,88.19,Moderate,90.67,Moderate,90.01,Moderate,93.28,Moderate,99.11,Severe,94.14,Moderate,98.15,Major,36.63,Minor,98.97,Severe,17.29,Minor
36061,51.52,Minor,4.7,Minor,81.9,Moderate,3.01,Minor,98.58,Severe,4.6,Minor,12.94,Minor,43.45,Minor,46.59,Minor,37.19,Minor
36063,73.66,Moderate,87.16,Moderate,68.63,Minor,65.65,Minor,61.32,Minor,89.81,Moderate,89.64,Moderate,56.88,Minor,84.71,Moderate,85.08,Moderate
36065,84.51,Moderate,83.26,Moderate,83.55,Moderate,64.39,Minor,63.43,Minor,78.82,Moderate,85.41,Moderate,76.24,Moderate,94.18,Major,75.68,Moderate
36067,93.12,Major,93.15,Moderate,91.96,Moderate,87.39,Moderate,90.11,Moderate,91.36,Moderate,93.18,Moderate,76.01,Moderate,95.3,Major,94.04,Moderate
36069,87.03,Moderate,68.46,Minor,68.5,Minor,58.57,Minor,84.35,Moderate,56.75,Minor,72.63,Moderate,84.91,Moderate,77.93,Moderate,84.61,Moderate
36071,98.48,Major,91.33,Moderate,90.97,Moderate,92.62,Moderate,96.92,Major,94.9,Moderate,94.18,Moderate,88.09,Moderate,91.4,Major,98.25,Major
36073,40.93,Minor,20.19,Minor,45.83,Minor,26.04,Minor,28.33,Minor,57.97,Minor,77.53,Moderate,83.42,Moderate,41.96,Minor,82.63,Moderate
36075,89.38,Moderate,89.05,Moderate,77.1,Moderate,71.61,Minor,72.04,Moderate,67.37,Moderate,75.15,Moderate,55.39,Minor,85.54,Moderate,95.37,Moderate
36077,78.95,Moderate,57.38,Minor,86.8,Moderate,50.33,Minor,67.07,Moderate,56.88,Minor,76.84,Moderate,25.22,Minor,71.54,Moderate,93.85,Moderate
36079,75.71,Moderate,82.89,Moderate,83.49,Moderate,82.86,Moderate,94.24,Major,85.11,Moderate,93.15,Moderate,12.48,Minor,97.45,Major,95.3,Moderate
36081,57.35,Minor,70.88,Minor,55.99,Minor,54.3,Minor,94.51,Major,52.48,Minor,51.99,Minor,73.36,Moderate,75.18,Moderate,71.05,Minor
36083,72.5,Moderate,80.38,Moderate,87.39,Moderate,90.4,Moderate,93.91,Major,79.78,Moderate,84.91,Moderate,17.8,Minor,86.17,Moderate,93.38,Moderate
36085,95.57,Major,75.88,Minor,81.3,Moderate,25.15,Minor,90.83,Moderate,9.17,Minor,51.79,Minor,57.25,Minor,71.34,Moderate,68.1,Minor
36087,68.7,Moderate,67.01,Minor,62.84,Minor,65.45,Minor,95.73,Major,92.75,Moderate,85.8,Moderate,89.68,Moderate,91.13,Major,91.66,Moderate
36089,73.79,Moderate,62.18,Minor,75.51,Moderate,45.57,Minor,44.64,Minor,62.44,Minor,64.13,Moderate,42.59,Minor,66.74,Moderate,90.57,Moderate
36091,97.78,Major,91.93,Moderate,94.18,Moderate,89.77,Moderate,96.36,Major,97.42,Major,94.08,Moderate,43.88,Minor,91.69,Major,94.87,Moderate
36093,89.01,Moderate,73.46,Minor,80.21,Moderate,88.65,Moderate,91.46,Moderate,73.43,Moderate,76.8,Moderate,48.15,Minor,86.4,Moderate,88.02,Moderate
36095,55.66,Minor,64.76,Minor,50.79,Minor,70.28,Minor,49.8,Minor,43.35,Minor,60.03,Minor,46,Minor,69.99,Moderate,94.11,Moderate
36097,67.87,Moderate,83.12,Moderate,53.38,Minor,51.46,Minor,50.86,Minor,62.67,Minor,77.93,Moderate,80.64,Moderate,54.47,Minor,73,Minor
36099,57.71,Minor,55.76,Minor,28.39,Minor,34.18,Minor,26.34,Minor,39.08,Minor,65.82,Moderate,31.97,Minor,47.78,Minor,80.01,Moderate
36101,78.26,Moderate,67.17,Minor,74.29,Minor,59.83,Minor,72.83,Moderate,89.44,Moderate,84.41,Moderate,10.92,Minor,82.46,Moderate,82.03,Moderate
36103,90.3,Moderate,93.35,Moderate,93.12,Moderate,93.48,Moderate,99.54,Severe,97.52,Major,98.91,Major,42.95,Minor,98.94,Severe,17.29,Minor
36105,98.44,Major,89.87,Moderate,88.19,Moderate,88.02,Moderate,86.63,Moderate,92.39,Moderate,91.36,Moderate,40.44,Minor,86.5,Moderate,91,Moderate
36107,69.72,Moderate,79.62,Moderate,84.35,Moderate,47.65,Minor,51.79,Minor,63.7,Minor,71.54,Moderate,22.4,Minor,86.3,Moderate,88.19,Moderate
36109,73.26,Moderate,70.68,Minor,78.46,Moderate,64.92,Minor,40.14,Minor,74.69,Moderate,66.35,Moderate,63.37,Minor,62.64,Moderate,81.73,Moderate
36111,92.46,Major,95,Moderate,96.53,Major,93.45,Moderate,92.46,Major,94.67,Moderate,96.89,Major,66.61,Moderate,93.28,Major,97.22,Major
36113,70.32,Moderate,60.95,Minor,86.57,Moderate,81.6,Moderate,89.34,Moderate,68.63,Moderate,85.27,Moderate,84.08,Moderate,88.62,Moderate,92.06,Moderate
36115,62.51,Minor,70.45,Minor,69.89,Minor,77.43,Moderate,79.95,Moderate,61.75,Minor,85.67,Moderate,64.69,Moderate,79.05,Moderate,95.5,Moderate
36117,65.19,Moderate,82.43,Moderate,58.54,Minor,46.69,Minor,61.42,Minor,61.85,Minor,84.08,Moderate,27.27,Minor,74.42,Moderate,90.27,Moderate
36119,83.26,Moderate,92.98,Moderate,88.05,Moderate,86.93,Moderate,98.61,Severe,93.05,Moderate,89.77,Moderate,22.77,Minor,95,Major,98.18,Major
36121,77.66,Moderate,39.31,Minor,53.9,Minor,40.57,Minor,41.03,Minor,54.43,Minor,81.93,Moderate,23.1,Minor,77.66,Moderate,92.49,Moderate
36123,76.77,Moderate,71.18,Minor,61.45,Minor,44.14,Minor,36.37,Minor,55,Minor,63.86,Moderate,45.73,Minor,61.55,Moderate,58.37,Minor
37001,78.16,Moderate,70.19,Minor,95.8,Major,79.78,Moderate,59.17,Minor,50.3,Minor,56.42,Minor,95,Major,71.58,Moderate,77.73,Moderate
37003,54.5,Minor,24.26,Minor,43.78,Minor,28.59,Minor,74.72,Moderate,48.28,Minor,76.27,Moderate,48.28,Minor,49.64,Minor,68.6,Minor
37005,20.75,Minor,38.15,Minor,28.82,Minor,8.97,Minor,12.28,Minor,31.34,Minor,43.88,Minor,55.36,Minor,70.22,Moderate,17.29,Minor
37007,56.49,Minor,34.12,Minor,85.34,Moderate,33.55,Minor,84.84,Moderate,63.53,Minor,79.15,Moderate,86.4,Moderate,78.09,Moderate,61.09,Minor
37009,37.46,Minor,9.96,Minor,22.24,Minor,12.11,Minor,16.02,Minor,48.18,Minor,63.7,Moderate,73.53,Moderate,68.27,Moderate,17.29,Minor
37011,24.16,Minor,24.82,Minor,5.39,Minor,22.9,Minor,14.89,Minor,25.58,Minor,37.03,Minor,66.31,Moderate,60.92,Moderate,17.29,Minor
37013,49.77,Minor,21.28,Minor,34.41,Minor,52.12,Minor,66.45,Moderate,79.12,Moderate,19.56,Minor,90.83,Moderate,52.68,Minor,47.95,Minor
37015,46.99,Minor,40.47,Minor,55.53,Minor,27.96,Minor,58.31,Minor,61.58,Minor,67.14,Moderate,46.79,Minor,68,Moderate,92.03,Moderate
37017,79.52,Moderate,31.4,Minor,47.35,Minor,22.63,Minor,61.75,Minor,54.67,Minor,43.08,Minor,90.6,Moderate,83.49,Moderate,47.62,Minor
37019,72.3,Moderate,90.14,Moderate,88.35,Moderate,81.87,Moderate,94.87,Major,85.57,Moderate,62.87,Moderate,99.27,Severe,98.54,Severe,66.15,Minor
37021,95.04,Major,91.1,Moderate,97.29,Major,96.59,Major,90.24,Moderate,93.75,Moderate,93.45,Moderate,95.8,Major,93.91,Major,88.15,Moderate
37023,56.06,Minor,28.26,Minor,46.66,Minor,76.84,Moderate,68.8,Moderate,41.2,Minor,80.08,Moderate,71.97,Moderate,66.84,Moderate,75.18,Minor
37025,88.25,Moderate,82.96,Moderate,94.8,Moderate,89.48,Moderate,77.3,Moderate,35.18,Minor,61.42,Minor,86.47,Moderate,64.76,Moderate,81.47,Moderate
37027,55.63,Minor,30.18,Minor,45,Minor,65.09,Minor,32.93,Minor,42.32,Minor,69.29,Moderate,88.48,Moderate,73.36,Moderate,62.41,Minor
37029,53.84,Minor,33.79,Minor,0.83,Minor,34.12,Minor,41.23,Minor,66.78,Moderate,31.87,Minor,31.01,Minor,58.7,Moderate,17.29,Minor
37031,77.93,Moderate,72.24,Minor,76.97,Moderate,85.34,Moderate,76.8,Moderate,92.42,Moderate,30.51,Minor,96.29,Major,75.61,Moderate,70.65,Minor
37033,71.31,Moderate,4.47,Minor,78.36,Moderate,36.9,Minor,48.51,Minor,68.37,Moderate,56.25,Minor,89.31,Moderate,58.14,Minor,62.31,Minor
37035,92.36,Major,55.43,Minor,80.64,Moderate,88.48,Moderate,89.31,Moderate,52.81,Minor,92.98,Moderate,80.24,Moderate,73.3,Moderate,77.66,Moderate
37037,92.19,Moderate,75.35,Minor,94.94,Moderate,80.15,Moderate,89.91,Moderate,66.08,Moderate,77.5,Moderate,92.65,Moderate,84.22,Moderate,66.84,Minor
37039,67.17,Moderate,55.36,Minor,80.28,Moderate,78.16,Moderate,75.98,Moderate,67.9,Moderate,34.58,Minor,61.75,Minor,68.1,Moderate,66.71,Minor
37041,50.4,Minor,9,Minor,5.92,Minor,35.14,Minor,46.66,Minor,20.38,Minor,19.92,Minor,14.03,Minor,87.79,Moderate,17.29,Minor
37043,22.5,Minor,35.11,Minor,33.49,Minor,55,Minor,66.94,Moderate,39.81,Minor,38.45,Minor,57.15,Minor,26.31,Minor,17.29,Minor
37045,69.56,Moderate,27.73,Minor,47.05,Minor,62.81,Minor,51.19,Minor,38.09,Minor,82.5,Moderate,75.28,Moderate,67.7,Moderate,73.3,Minor
37047,58.5,Minor,21.74,Minor,70.15,Minor,33.82,Minor,51.32,Minor,57.41,Minor,45.7,Minor,96.53,Major,93.25,Major,69.92,Minor
37049,82.4,Moderate,52.65,Minor,53.14,Minor,78.23,Moderate,77.37,Moderate,87.23,Moderate,47.05,Minor,94.57,Major,79.45,Moderate,66.41,Minor
37051,86.2,Moderate,51.89,Minor,69.66,Minor,51.79,Minor,31.83,Minor,49.83,Minor,51.22,Minor,96.96,Major,94.24,Major,72.17,Minor
37053,43.94,Minor,22.27,Minor,27,Minor,49.27,Minor,52.61,Minor,78.62,Moderate,59.1,Minor,76.77,Moderate,90.4,Moderate,17.29,Minor
37055,57.94,Minor,71.91,Minor,39.97,Minor,66.18,Minor,73.73,Moderate,91.86,Moderate,63.6,Moderate,71.41,Moderate,92.79,Major,17.29,Minor
37057,68.4,Moderate,45.76,Minor,86.1,Moderate,79.95,Moderate,78.13,Moderate,62.18,Minor,66.71,Moderate,94.87,Major,78.62,Moderate,76.24,Moderate
37059,60.03,Minor,45.47,Minor,53.47,Minor,37.52,Minor,60.03,Minor,35.7,Minor,52.85,Minor,82.79,Moderate,50.76,Minor,79.19,Moderate
37061,50.86,Minor,60.72,Minor,52.42,Minor,38.15,Minor,57.81,Minor,78.89,Moderate,40.04,Minor,93.32,Major,82.56,Moderate,64.66,Minor
37063,98.31,Major,89.58,Moderate,96.82,Major,98.38,Major,83.59,Moderate,75.51,Moderate,79.72,Moderate,95.47,Major,94.37,Major,73.03,Minor
37065,62.94,Minor,7.41,Minor,47.62,Minor,28.52,Minor,16.08,Minor,17.24,Minor,16.05,Minor,48.78,Minor,62.74,Moderate,67.24,Minor
37067,91.93,Moderate,94.18,Moderate,97.32,Major,90.5,Moderate,96.39,Major,96.82,Major,88.05,Moderate,97.85,Major,94.01,Major,83.59,Moderate
37069,63.96,Minor,32.96,Minor,74.98,Moderate,73.43,Moderate,76.64,Moderate,59.79,Minor,52.28,Minor,84.48,Moderate,75.12,Moderate,69.26,Minor
37071,82.03,Moderate,56.32,Minor,88.88,Moderate,73.59,Moderate,77,Moderate,55.86,Minor,73.03,Moderate,82.5,Moderate,90.17,Moderate,77.9,Moderate
37073,72.53,Moderate,33.02,Minor,7.25,Minor,12.01,Minor,45.86,Minor,62.91,Minor,44.64,Minor,28.36,Minor,60.66,Moderate,37.36,Minor
37077,73.59,Moderate,56.72,Minor,88.25,Moderate,63.2,Minor,60.95,Minor,60.09,Minor,59.3,Minor,91.13,Moderate,83.98,Moderate,68.73,Minor
37079,37.72,Minor,7.25,Minor,6.55,Minor,36.6,Minor,38.95,Minor,12.14,Minor,31.04,Minor,75.02,Moderate,30.05,Minor,51.39,Minor
37081,94.9,Major,96.19,Major,98.01,Major,96.06,Major,94.31,Major,93.65,Moderate,89.01,Moderate,99.34,Severe,90.27,Moderate,93.05,Moderate
37083,58.17,Minor,31.83,Minor,41.16,Minor,43.05,Minor,28.76,Minor,49.67,Minor,51.03,Minor,73.16,Moderate,62.14,Moderate,41.63,Minor
37085,80.81,Moderate,86.57,Moderate,80.74,Moderate,61.48,Minor,77.2,Moderate,63.04,Minor,82.23,Moderate,93.98,Major,96.62,Major,95.96,Moderate
37089,85.31,Moderate,78.72,Minor,99.93,Severe,84.12,Moderate,90.17,Moderate,94.18,Moderate,88.68,Moderate,91.4,Moderate,89.48,Moderate,82.1,Moderate
37091,50.43,Minor,8.74,Minor,14.99,Minor,25.38,Minor,46.43,Minor,57.81,Minor,52.61,Minor,69.06,Moderate,54.63,Minor,97.42,Major
37093,59.07,Minor,23.89,Minor,71.74,Minor,26.9,Minor,33.55,Minor,43.58,Minor,46.33,Minor,83.92,Moderate,77.1,Moderate,38.65,Minor
37095,9.76,Minor,64.99,Minor,42.82,Minor,18.93,Minor,66.02,Moderate,53.67,Minor,29.52,Minor,70.85,Moderate,13.17,Minor,17.29,Minor
37097,71.05,Moderate,60.06,Minor,82.1,Moderate,91.2,Moderate,92.09,Major,57.05,Minor,64.96,Moderate,86.17,Moderate,82.66,Moderate,75.81,Moderate
37101,71.87,Moderate,76.84,Minor,90.54,Moderate,84.18,Moderate,78.86,Moderate,86.27,Moderate,79.02,Moderate,95.6,Major,96.96,Major,70.85,Minor
37103,76.14,Moderate,33.69,Minor,13.04,Minor,22.07,Minor,66.68,Moderate,42.69,Minor,44.47,Minor,93.75,Major,68.46,Moderate,40.37,Minor
37105,69.46,Moderate,77.53,Minor,77.23,Moderate,63.96,Minor,72.73,Moderate,45.6,Minor,80.64,Moderate,85.18,Moderate,89.77,Moderate,76.17,Moderate
37107,59.1,Minor,37.39,Minor,31.9,Minor,33.36,Minor,40.04,Minor,52.71,Minor,41.23,Minor,87,Moderate,81.11,Moderate,62.87,Minor
37109,66.05,Moderate,27.13,Minor,73.89,Minor,76.21,Moderate,59.23,Minor,26.17,Minor,50.2,Minor,75.41,Moderate,66.98,Moderate,69.03,Minor
37111,65.49,Moderate,71.21,Minor,66.15,Minor,53.18,Minor,49.37,Minor,69.76,Moderate,70.75,Moderate,60.62,Minor,59.5,Moderate,85.34,Moderate
37115,31.93,Minor,14.49,Minor,57.05,Minor,20.09,Minor,82.59,Moderate,68.27,Moderate,33.85,Minor,41.5,Minor,41.86,Minor,61.25,Minor
37117,64.06,Minor,32.33,Minor,36.53,Minor,18.4,Minor,55,Minor,28.13,Minor,31.11,Minor,52.95,Minor,63.27,Moderate,17.29,Minor
37119,96.69,Major,98.38,Major,99.14,Severe,99.11,Severe,98.38,Severe,97.88,Major,98.44,Major,98.97,Severe,99.01,Severe,98.31,Major
37121,72.57,Moderate,48.84,Minor,55.82,Minor,61.78,Minor,75.91,Moderate,74.19,Moderate,70.25,Moderate,76.37,Moderate,57.18,Minor,61.91,Minor
37123,66.91,Moderate,53.84,Minor,79.12,Moderate,28.42,Minor,61.15,Minor,69.39,Moderate,72.24,Moderate,85.74,Moderate,80.51,Moderate,79.75,Moderate
37125,86.27,Moderate,54.73,Minor,89.41,Moderate,73.16,Moderate,82.06,Moderate,75.48,Moderate,84.32,Moderate,95.07,Major,93.65,Major,58.74,Minor
37127,85.51,Moderate,25.84,Minor,68.43,Minor,76.27,Moderate,55.66,Minor,44.97,Minor,57.38,Minor,81.73,Moderate,82.99,Moderate,80.31,Moderate
37129,84.78,Moderate,62.28,Minor,90.27,Moderate,80.84,Moderate,97.88,Severe,92.69,Moderate,80.41,Moderate,99.6,Severe,98.15,Severe,82.26,Moderate
37131,52.35,Minor,45.2,Minor,30.21,Minor,14.26,Minor,41.79,Minor,49.14,Minor,52.42,Minor,51.59,Minor,58.17,Minor,49.27,Minor
37133,88.15,Moderate,76.6,Minor,71.28,Minor,45.2,Minor,94.94,Major,69.16,Moderate,71.05,Moderate,98.94,Severe,94.97,Major,41.56,Minor
37135,93.51,Major,67.57,Minor,93.85,Moderate,87.69,Moderate,77.73,Moderate,69.69,Moderate,59.17,Minor,95.7,Major,84.61,Moderate,87.82,Moderate
37137,43.35,Minor,28.16,Minor,17.44,Minor,60.82,Minor,68.83,Moderate,80.64,Moderate,52.58,Minor,79.85,Moderate,72.96,Moderate,49.5,Minor
37139,44.8,Minor,7.31,Minor,6.19,Minor,9.7,Minor,45.1,Minor,13.9,Minor,27.56,Minor,14.59,Minor,66.88,Moderate,17.29,Minor
37141,53.38,Minor,43.71,Minor,62.77,Minor,40.83,Minor,90.54,Moderate,77.83,Moderate,58.17,Minor,94.64,Major,89.38,Moderate,64.49,Minor
37143,64.59,Moderate,12.67,Minor,26.01,Minor,24.78,Minor,29.38,Minor,21.81,Minor,26.31,Minor,24.95,Minor,50.36,Minor,34.51,Minor
37145,67.64,Moderate,13.37,Minor,78.79,Moderate,33.29,Minor,56.12,Minor,66.98,Moderate,68.23,Moderate,89.71,Moderate,58.67,Moderate,45.23,Minor
37147,26.6,Minor,38.32,Minor,50.93,Minor,46.86,Minor,5.79,Minor,0.36,Minor,20.68,Minor,80.41,Moderate,92.09,Major,67.84,Minor
37149,50,Minor,44.97,Minor,49.9,Minor,61.55,Minor,75.31,Moderate,63.2,Minor,72.6,Moderate,82.89,Moderate,57.81,Minor,81.87,Moderate
37151,88.65,Moderate,66.05,Minor,86.14,Moderate,83.79,Moderate,80.91,Moderate,67.77,Moderate,74.22,Moderate,95.93,Major,91.03,Major,80.81,Moderate
37153,69.85,Moderate,32.93,Minor,78.19,Moderate,42.26,Minor,80.51,Moderate,47.39,Minor,73.92,Moderate,91.56,Moderate,79.55,Moderate,68.83,Minor
37155,89.94,Moderate,42.09,Minor,85.18,Moderate,67.01,Minor,70.02,Moderate,84.28,Moderate,66.38,Moderate,96.89,Major,96.82,Major,80.68,Moderate
37157,85.24,Moderate,74.92,Minor,91.2,Moderate,66.68,Minor,76.7,Moderate,90.14,Moderate,79.52,Moderate,95.9,Major,83.72,Moderate,80.87,Moderate
37159,86.86,Moderate,70.58,Minor,85.51,Moderate,90.37,Moderate,69.72,Moderate,55.16,Minor,69.76,Moderate,93.91,Major,84.02,Moderate,81.07,Moderate
37161,87.13,Moderate,73.83,Minor,70.98,Minor,75.58,Moderate,85.74,Moderate,64.23,Minor,78.03,Moderate,88.85,Moderate,77.7,Moderate,81.6,Moderate
37163,92.16,Moderate,34.78,Minor,63.27,Minor,43.94,Minor,66.15,Moderate,83.45,Moderate,58.41,Minor,95.86,Major,93.05,Major,65.82,Minor
37165,62.64,Minor,46.72,Minor,70.32,Minor,27.83,Minor,42.46,Minor,41.07,Minor,57.54,Minor,85.44,Moderate,81.4,Moderate,46.1,Minor
37167,55.96,Minor,43.94,Minor,69.85,Minor,59.36,Minor,32.53,Minor,27.07,Minor,50,Minor,77.47,Moderate,78.33,Moderate,54.04,Minor
37169,59.17,Minor,67.44,Minor,84.45,Moderate,43.71,Minor,79.02,Moderate,80.44,Moderate,64.69,Moderate,87.06,Moderate,68.86,Moderate,60.06,Minor
37171,50.6,Minor,48.48,Minor,72.77,Minor,72.93,Moderate,43.88,Minor,56.52,Minor,57.48,Minor,75.71,Moderate,59.03,Moderate,65.49,Minor
37177,24.22,Minor,28.36,Minor,15.98,Minor,54.1,Minor,52.68,Minor,79.19,Moderate,13.93,Minor,29.22,Minor,83.59,Moderate,17.29,Minor
37179,79.55,Moderate,79.91,Moderate,84.02,Moderate,83.32,Moderate,82.66,Moderate,59.5,Minor,77.56,Moderate,97.58,Major,91.59,Major,90.9,Moderate
37181,72.27,Moderate,81.9,Moderate,82.86,Moderate,61.38,Minor,61.52,Minor,62.21,Minor,73.56,Moderate,89.21,Moderate,75.28,Moderate,81.37,Moderate
37183,99.64,Severe,95.33,Moderate,98.94,Major,98.71,Major,96.86,Major,97.75,Major,94.64,Moderate,98.41,Severe,99.64,Extreme,99.01,Major
37185,73.4,Moderate,63.6,Minor,61.02,Minor,66.05,Minor,59.3,Minor,48.48,Minor,54.83,Minor,74.72,Moderate,62.97,Moderate,52.55,Minor
37187,60.59,Minor,14.69,Minor,17.77,Minor,16.28,Minor,47.72,Minor,86.23,Moderate,34.61,Minor,42.03,Minor,85.31,Moderate,17.29,Minor
37189,38.72,Minor,24.22,Minor,18.1,Minor,10.29,Minor,26.17,Minor,42.12,Minor,74.19,Moderate,50.6,Minor,83.69,Moderate,17.29,Minor
37191,55.92,Minor,43.51,Minor,48.51,Minor,55.06,Minor,55.39,Minor,53.94,Minor,58.37,Minor,92.89,Major,92.59,Major,72.93,Minor
37193,51.95,Minor,26.84,Minor,74.72,Moderate,64.3,Minor,73.99,Moderate,51.13,Minor,87.13,Moderate,62.61,Minor,93.61,Major,67.01,Minor
37195,68.73,Moderate,26.54,Minor,65.32,Minor,12.84,Minor,86.57,Moderate,30.15,Minor,19.72,Minor,56.92,Minor,59.73,Moderate,35.99,Minor
37197,46.43,Minor,47.49,Minor,80.05,Moderate,64.56,Minor,83.69,Moderate,53.41,Minor,54.8,Minor,68.56,Moderate,61.75,Moderate,58.6,Minor
37199,29.68,Minor,20.42,Minor,37.62,Minor,26.74,Minor,78.82,Moderate,72.3,Moderate,37.59,Minor,52.68,Minor,48.84,Minor,62.21,Minor
38001,9.76,Minor,1.29,Minor,39.74,Minor,0.43,Minor,23.03,Minor,6.32,Minor,53.81,Minor,12.14,Minor,13.17,Minor,17.29,Minor
38003,22.24,Minor,14.73,Minor,25.38,Minor,50.3,Minor,15.59,Minor,8.07,Minor,32.3,Minor,10.49,Minor,40.77,Minor,50.99,Minor
38005,9.76,Minor,5.39,Minor,63.57,Minor,38.09,Minor,85.14,Moderate,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
38007,9.76,Minor,3.11,Minor,2,Minor,1.72,Minor,0.6,Minor,2.05,Minor,13.53,Minor,5.51,Minor,13.17,Minor,17.29,Minor
38009,9.76,Minor,0.99,Minor,23.79,Minor,3.44,Minor,40.37,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
38011,9.76,Minor,8.6,Minor,29.15,Minor,5.13,Minor,4.9,Minor,12.11,Minor,24.12,Minor,18.8,Minor,13.17,Minor,17.29,Minor
38013,9.76,Minor,16.81,Minor,66.08,Minor,4.2,Minor,48.58,Minor,59.99,Minor,82.13,Moderate,26.34,Minor,13.17,Minor,17.29,Minor
38015,9.76,Minor,9.89,Minor,4.63,Minor,4.7,Minor,2.68,Minor,9.33,Minor,28.29,Minor,16.88,Minor,13.17,Minor,17.29,Minor
38017,90.83,Moderate,67.9,Minor,79.19,Moderate,85.94,Moderate,56.82,Minor,71.11,Moderate,55.76,Minor,49.83,Minor,84.58,Moderate,64.86,Minor
38019,9.76,Minor,44.14,Minor,16.12,Minor,6.19,Minor,39.05,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
38021,9.76,Minor,44.57,Minor,71.48,Minor,72.24,Moderate,60.56,Minor,38.65,Minor,14.92,Minor,51.42,Minor,13.17,Minor,17.29,Minor
38023,9.76,Minor,5.1,Minor,82.2,Moderate,0.26,Minor,2.98,Minor,5.66,Minor,91.79,Moderate,23.76,Minor,13.17,Minor,17.29,Minor
38025,9.76,Minor,0.66,Minor,23.89,Minor,85.57,Moderate,30.44,Minor,8.84,Minor,35.97,Minor,23.99,Minor,13.17,Minor,17.29,Minor
38027,9.76,Minor,4.2,Minor,63.67,Minor,16.91,Minor,46.82,Minor,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
38029,9.76,Minor,10.62,Minor,20.19,Minor,10.66,Minor,14.39,Minor,13,Minor,54.17,Minor,85.97,Moderate,13.17,Minor,17.29,Minor
38031,9.76,Minor,13.93,Minor,35.04,Minor,83.39,Moderate,74.26,Moderate,2.05,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
38033,9.76,Minor,36.1,Minor,80.61,Moderate,3.11,Minor,21.48,Minor,6.72,Minor,14.49,Minor,12.64,Minor,13.17,Minor,17.29,Minor
38035,55.16,Minor,12.11,Minor,48.87,Minor,19.79,Minor,7.28,Minor,18.4,Minor,32.69,Minor,64.59,Moderate,90.77,Major,0.46,Minor
38037,9.76,Minor,4.3,Minor,25.68,Minor,5.82,Minor,16.84,Minor,11.25,Minor,6.88,Minor,5.51,Minor,13.17,Minor,17.29,Minor
38039,9.76,Minor,38.19,Minor,74.62,Moderate,6.92,Minor,55.63,Minor,2.05,Minor,25.94,Minor,5.51,Minor,24.26,Minor,17.29,Minor
38041,9.76,Minor,5.06,Minor,86.53,Moderate,4.24,Minor,73.1,Moderate,56.49,Minor,55.33,Minor,30.05,Minor,13.17,Minor,17.29,Minor
38043,9.76,Minor,19.72,Minor,13.86,Minor,16.45,Minor,35.27,Minor,11.09,Minor,82.56,Moderate,1.13,Minor,13.17,Minor,17.29,Minor
38045,24.32,Minor,79.52,Moderate,70.42,Minor,76.6,Moderate,10.16,Minor,19.99,Minor,15.95,Minor,68.8,Moderate,26.01,Minor,32.36,Minor
38047,9.76,Minor,62.61,Minor,61.68,Minor,87.26,Moderate,76.41,Moderate,17.47,Minor,73.4,Moderate,56.82,Minor,13.17,Minor,17.29,Minor
