fips_code,PSVI_score,PSVI_cluster
26095,52.05,Moderate
26097,44.61,Moderate
26099,98.97,Severe
26101,63.7,Moderate
26103,75.12,Moderate
26105,37.09,Minor
26107,53.84,Moderate
26109,53.38,Moderate
26111,86.8,Moderate
26113,28.62,Minor
26115,86.86,Moderate
26117,73.3,Moderate
26119,20.02,Minor
26121,84.02,Moderate
26123,65.09,Moderate
26125,99.64,Severe
26127,74.39,Moderate
26129,46.06,Moderate
26131,0.73,Minor
26133,48.38,Moderate
26135,22.44,Minor
26137,69.29,Moderate
26139,76.94,Moderate
26141,33.69,Minor
26143,37.66,Minor
26145,87.33,Moderate
26147,92.79,Major
26149,47.88,Moderate
26151,56.85,Moderate
26153,34.35,Minor
26155,78.06,Moderate
26157,69.39,Moderate
26159,73.99,Moderate
26161,96.33,Major
26163,99.83,Extreme
26165,67.64,Moderate
27001,71.44,Moderate
27003,73.36,Moderate
27005,65.35,Moderate
27007,69.13,Moderate
27009,40.97,Moderate
27011,90.87,Major
27013,43.02,Moderate
27015,94.31,Major
27017,70.09,Moderate
27019,73.03,Moderate
27021,63.53,Moderate
27023,9.99,Minor
27025,70.88,Moderate
27027,15.19,Minor
27029,81.8,Moderate
27033,76.44,Moderate
27035,69.19,Moderate
27037,90.24,Major
27039,19.62,Minor
27041,77.5,Moderate
27043,86.43,Moderate
27045,77.7,Moderate
27047,56.92,Moderate
27049,37.03,Minor
27051,25.41,Minor
27053,98.31,Severe
27055,81.87,Moderate
27057,44.77,Moderate
27059,28.79,Minor
27061,71.38,Moderate
27063,64,Moderate
27065,27,Minor
27067,44.44,Moderate
27069,51.95,Moderate
27071,61.02,Moderate
27073,7.84,Minor
27075,38.55,Moderate
27079,35.24,Minor
27081,31.93,Minor
27083,62.71,Moderate
27085,66.71,Moderate
27087,68.96,Moderate
27089,79.85,Moderate
27091,38.91,Moderate
27093,52.98,Moderate
27095,37.06,Minor
27097,64.1,Moderate
27099,81.17,Moderate
27101,26.41,Minor
27103,41.13,Moderate
27105,71.97,Moderate
27107,28.66,Minor
27109,50.83,Moderate
27111,79.25,Moderate
27113,72.07,Moderate
27115,27.8,Minor
27117,21.14,Minor
27119,73,Moderate
27121,9.2,Minor
27123,93.71,Major
27125,13.2,Minor
27127,53.71,Moderate
27129,30.01,Minor
27131,16.05,Minor
27133,10.23,Minor
27135,91.96,Major
27137,90.67,Major
27139,44.9,Moderate
27141,32.2,Minor
27143,37.72,Minor
27145,56.98,Moderate
27147,87.16,Moderate
27149,75.65,Moderate
27151,66.84,Moderate
27153,43.45,Moderate
27155,11.28,Minor
27157,36.63,Minor
27159,47.55,Moderate
27161,44.41,Moderate
27163,90.37,Major
27165,79.05,Moderate
27167,56.62,Moderate
27169,64.3,Moderate
27171,68.89,Moderate
27173,7.02,Minor
28001,62.21,Moderate
28003,91.66,Major
28005,34.61,Minor
28007,28.95,Minor
28009,66.61,Moderate
28011,24.26,Minor
28013,95.86,Major
28015,75.02,Moderate
28017,90.07,Major
28019,9.3,Minor
28021,54,Moderate
28023,19.66,Minor
28025,71.21,Moderate
28027,69.99,Moderate
28029,59.07,Moderate
28031,39.44,Moderate
28033,89.11,Moderate
28035,65.16,Moderate
28037,35.84,Minor
28039,14.89,Minor
28041,10.42,Minor
28043,19.95,Minor
28045,3.77,Minor
28047,18.8,Minor
28049,96.29,Major
28051,46,Moderate
28053,21.97,Minor
28055,93.55,Major
28057,84.68,Moderate
28059,34.08,Minor
28061,15.55,Minor
28063,32.59,Minor
28065,14.03,Minor
28067,77.83,Moderate
28069,3.18,Minor
28071,70.48,Moderate
28073,61.78,Moderate
28075,17.37,Minor
28077,31.44,Minor
28079,52.18,Moderate
28083,86.96,Moderate
28085,72.14,Moderate
28087,72.24,Moderate
28089,87.26,Moderate
28091,35.8,Minor
28093,72.53,Moderate
28095,61.85,Moderate
28097,14.23,Minor
28099,13.27,Minor
28101,24.52,Minor
28103,7.94,Minor
28105,51.56,Moderate
28107,63.96,Moderate
28109,26.31,Minor
28111,15.22,Minor
28113,75.48,Moderate
28115,82.36,Moderate
28119,33.06,Minor
28121,90.7,Major
28123,32.36,Minor
28125,12.14,Minor
28127,46.89,Moderate
28129,32.99,Minor
28131,6.19,Minor
28133,77.8,Moderate
28135,17.7,Minor
28137,52.02,Moderate
28139,31.7,Minor
28143,53.81,Moderate
28145,67.6,Moderate
28147,20.15,Minor
28149,90.27,Major
28151,83.19,Moderate
28153,55.29,Moderate
28155,35.04,Minor
28157,39.08,Moderate
28159,6.82,Minor
28161,47.72,Moderate
28163,76.77,Moderate
29001,43.61,Moderate
29003,13.93,Minor
29005,2.22,Minor
29007,48.68,Moderate
29009,30.15,Minor
29011,3.67,Minor
29013,23.69,Minor
29015,10.29,Minor
29017,24.32,Minor
29019,47.62,Moderate
29021,29.52,Minor
29023,63.93,Moderate
29025,5.86,Minor
29027,57.35,Moderate
29029,41.59,Moderate
29031,76.34,Moderate
29033,43.35,Moderate
29035,13.53,Minor
29037,24.88,Minor
29039,58.57,Moderate
29041,1.46,Minor
29043,15.35,Minor
29045,10.46,Minor
29047,87.69,Moderate
29049,35.11,Minor
29051,46.56,Moderate
29053,63.8,Moderate
29055,62.74,Moderate
29057,13.24,Minor
29059,30.38,Minor
29061,22.93,Minor
29063,50.73,Moderate
29065,15.95,Minor
29067,54.5,Moderate
29069,37.36,Minor
29071,83.75,Moderate
29073,41.2,Moderate
29075,20.95,Minor
29077,88.68,Moderate
29079,46.1,Moderate
29081,54.27,Moderate
29083,24.49,Minor
29085,27.63,Minor
29087,8.7,Minor
29089,37.33,Minor
29091,39.81,Moderate
29093,22.57,Minor
29095,95.57,Major
29097,77.56,Moderate
29099,80.05,Moderate
29101,64.76,Moderate
29103,13.3,Minor
29105,52.85,Moderate
29107,62.87,Moderate
29109,32.23,Minor
29111,57.38,Moderate
29113,68.5,Moderate
29115,2.85,Minor
29117,61.22,Moderate
29119,81.04,Moderate
29121,45,Moderate
29123,46.23,Moderate
29125,39.21,Moderate
29127,50.1,Moderate
29129,78.13,Moderate
29131,48.11,Moderate
29133,4.37,Minor
29135,71.58,Moderate
29137,30.91,Minor
29139,17.57,Minor
29141,58.8,Moderate
29143,76.24,Moderate
29145,79.02,Moderate
29147,9.43,Minor
29149,4.27,Minor
29151,44.11,Moderate
29153,26.47,Minor
29155,7.71,Minor
29157,45.47,Moderate
29159,76.57,Moderate
29161,69.09,Moderate
29163,66.02,Moderate
29165,79.29,Moderate
29167,20.48,Minor
29169,71.51,Moderate
29171,43.71,Moderate
29173,42.32,Moderate
29175,11.58,Minor
29177,28.86,Minor
29179,10.19,Minor
29181,44.37,Moderate
29183,91.1,Major
29185,18.7,Minor
29186,61.12,Moderate
29187,51.92,Moderate
29189,93.58,Major
29195,61.35,Moderate
29197,6.09,Minor
29199,21.21,Minor
29201,57.64,Moderate
29203,4.53,Minor
29205,40.5,Moderate
29207,50.6,Moderate
29209,10.56,Minor
29211,17.44,Minor
29213,49.11,Moderate
29215,40.57,Moderate
29217,10.79,Minor
29219,53.04,Moderate
29221,54.86,Moderate
29223,28.76,Minor
29225,63.77,Moderate
29227,2.35,Minor
29229,22.7,Minor
29510,93.02,Major
30001,0.5,Minor
30003,36.3,Minor
30005,1.32,Minor
30007,2.48,Minor
30009,42.89,Moderate
30011,90.47,Major
30013,70.81,Moderate
30015,3.14,Minor
30017,7.35,Minor
30019,92.42,Major
30021,29.32,Minor
30023,2.71,Minor
30025,26.24,Minor
30027,2.68,Minor
30029,70.78,Moderate
30031,63.86,Moderate
30033,55,Moderate
30037,4.93,Minor
30039,1.82,Minor
30041,1.09,Minor
30043,42.85,Moderate
30045,16.45,Minor
30047,75.05,Moderate
30049,7.21,Minor
30051,3.41,Minor
30053,45.76,Moderate
30055,87.09,Moderate
30057,2.95,Minor
30059,7.78,Minor
30061,9.5,Minor
30063,65.55,Moderate
30065,62.61,Moderate
30067,61.58,Moderate
30071,0.43,Minor
30073,0.86,Minor
30075,78.46,Moderate
30077,30.18,Minor
30079,62.67,Moderate
30081,45.83,Moderate
30083,83.36,Moderate
30085,55.79,Moderate
30087,55.2,Moderate
30089,4.4,Minor
30091,50.63,Moderate
30093,31.3,Minor
30095,35.21,Minor
30097,15.85,Minor
30099,3.31,Minor
30105,0.69,Minor
30107,14,Minor
30109,71.67,Moderate
30111,70.91,Moderate
31003,34.71,Minor
31005,93.08,Major
31007,80.71,Moderate
31009,35.14,Minor
31011,55.06,Moderate
31015,72.17,Moderate
31017,22.5,Minor
31019,58.01,Moderate
31021,73.49,Moderate
31023,91.73,Major
31025,33.75,Minor
31027,41.33,Moderate
31031,48.78,Moderate
31035,59.46,Moderate
31037,66.08,Moderate
31041,58.9,Moderate
31043,29.15,Minor
31045,2.98,Minor
31047,46.39,Moderate
31049,28.26,Minor
31051,91.86,Major
31053,70.05,Moderate
31055,92.92,Major
31059,36.86,Minor
31061,61.75,Moderate
31063,58.11,Moderate
31065,60.75,Moderate
31067,43.58,Moderate
31069,1.49,Minor
31073,58.5,Moderate
31075,71.87,Moderate
31079,55.03,Moderate
31081,0.83,Minor
31083,25.74,Minor
31085,52.48,Moderate
31089,7.15,Minor
31093,70.38,Moderate
31095,47.95,Moderate
31097,44.14,Moderate
31099,49.44,Moderate
31101,27.73,Minor
31103,48.18,Moderate
31105,85.77,Moderate
31107,80.64,Moderate
31109,67.11,Moderate
31111,67.94,Moderate
31115,42.06,Moderate
31117,96.39,Major
31119,31.24,Minor
31123,73.06,Moderate
31127,44.08,Moderate
31131,76.37,Moderate
31133,3.61,Minor
31135,58.87,Moderate
31137,57.81,Moderate
31139,6.39,Minor
31145,28.89,Minor
31147,24.22,Minor
31149,41.5,Moderate
31151,43.48,Moderate
31153,54.96,Moderate
31155,54.43,Moderate
31157,50.93,Moderate
31159,27.53,Minor
31161,0.23,Minor
31163,39.48,Moderate
31165,8.47,Minor
31167,59.3,Moderate
31169,15.65,Minor
31173,49.57,Moderate
31177,3.9,Minor
31179,59.27,Moderate
31185,12.61,Minor
32001,20.22,Minor
32003,98.01,Severe
32005,31.6,Minor
32007,13.7,Minor
32009,24.35,Minor
32011,49.07,Moderate
32013,13.37,Minor
32015,6.15,Minor
32019,62.24,Moderate
32021,10.26,Minor
32023,46.33,Moderate
32027,26.14,Minor
32029,66.45,Moderate
32031,95.93,Major
32033,88.52,Moderate
32510,47.22,Moderate
33001,60.92,Moderate
33003,77.66,Moderate
33005,50.96,Moderate
33007,61.42,Moderate
33009,87.23,Moderate
33011,91.93,Major
33013,74.49,Moderate
33015,91.13,Major
33017,78.33,Moderate
33019,14.69,Minor
34001,89.44,Moderate
34003,98.11,Severe
34005,96.69,Major
34007,96.26,Major
34009,74.92,Moderate
34011,69.46,Moderate
34013,98.64,Severe
34015,90.01,Major
34017,33.79,Minor
34019,93.45,Major
34021,95.1,Major
34023,98.18,Severe
34025,97.92,Severe
34027,97.22,Major
34029,98.25,Severe
34031,95.4,Major
34033,77.43,Moderate
34035,94.94,Major
34037,84.45,Moderate
34039,96.79,Major
34041,92.46,Major
35001,94.44,Major
35003,5.53,Minor
35005,64.33,Moderate
35009,43.51,Moderate
35011,88.98,Moderate
35013,89.48,Moderate
35015,44.34,Moderate
35017,17.97,Minor
35019,62.48,Moderate
35023,1.95,Minor
35025,68.1,Moderate
35027,7.48,Minor
35029,7.58,Minor
35031,72.01,Moderate
35035,4.17,Minor
35037,1.72,Minor
35039,19.82,Minor
35041,88.29,Moderate
35043,70.25,Moderate
35045,69.89,Moderate
35047,5.2,Minor
35049,51.69,Moderate
35051,69.16,Moderate
35053,54.8,Moderate
35057,17.5,Minor
35059,0.26,Minor
35061,49.34,Moderate
36001,92.62,Major
36003,55.76,Moderate
36005,85.97,Moderate
36007,66.91,Moderate
36009,49.74,Moderate
36011,18.13,Minor
36013,84.98,Moderate
36015,18.46,Minor
36017,31.17,Minor
36019,72.37,Moderate
36021,75.22,Moderate
36023,68.76,Moderate
36025,64.46,Moderate
36027,94.61,Major
36029,97.75,Major
36031,69.03,Moderate
36033,68.56,Moderate
36035,59.99,Moderate
36037,27.07,Minor
36039,50.33,Moderate
36041,64.69,Moderate
36043,72.77,Moderate
36045,54.2,Moderate
36047,85.9,Moderate
36049,52.61,Moderate
36051,66.94,Moderate
36053,77.63,Moderate
36055,87.76,Moderate
36057,84.48,Moderate
36059,96.06,Major
36061,96.23,Major
36063,86.14,Moderate
36065,92.72,Major
36067,95.8,Major
36069,54.33,Moderate
36071,95.5,Major
36073,43.81,Moderate
36075,89.74,Major
36077,30.21,Minor
36079,78.82,Moderate
36081,89.25,Moderate
36083,83.62,Moderate
36085,62.08,Moderate
36087,92.26,Major
36089,84.22,Moderate
36091,93.85,Major
36093,85.74,Moderate
36095,12.08,Minor
36097,43.32,Moderate
36099,8.44,Minor
36101,88.02,Moderate
36103,97.68,Major
36105,64.53,Moderate
36107,38.12,Minor
36109,41.79,Moderate
36111,94.74,Major
36113,67.87,Moderate
36115,77,Moderate
36117,39.74,Moderate
36119,94.21,Major
36121,48.81,Moderate
36123,15.68,Minor
37001,90.6,Major
37003,16.78,Minor
37005,8.87,Minor
37007,39.94,Moderate
37009,62.11,Moderate
37011,81.37,Moderate
37013,58.31,Moderate
37015,62.38,Moderate
37017,34.41,Minor
37019,61.95,Moderate
37021,96.76,Major
37023,82.33,Moderate
37025,86.93,Moderate
37027,77.93,Moderate
37029,30.64,Minor
37031,52.71,Moderate
37033,20.85,Minor
37035,75.35,Moderate
37037,89.71,Major
37039,82.26,Moderate
37041,35.64,Minor
37043,56.68,Moderate
37045,83.65,Moderate
37047,23.16,Minor
37049,71.81,Moderate
37051,80.94,Moderate
37053,20.19,Minor
37055,19.39,Minor
37057,78.52,Moderate
37059,55.96,Moderate
37061,39.34,Moderate
37063,95,Major
37065,75.98,Moderate
37067,95.27,Major
37069,70.98,Moderate
37071,91.63,Major
37073,8.41,Minor
37077,76.74,Moderate
37079,68.6,Moderate
37081,96.19,Major
37083,68.43,Moderate
37085,81.14,Moderate
37089,97.29,Major
37091,48.64,Moderate
37093,54.17,Moderate
37095,22.14,Minor
37097,80.24,Moderate
37101,79.88,Moderate
37103,12.21,Minor
37105,47.92,Moderate
37107,61.48,Moderate
37109,82.53,Moderate
37111,52.22,Moderate
37115,34.28,Minor
37117,17.24,Minor
37119,99.21,Severe
37121,18.07,Minor
37123,53.77,Moderate
37125,75.81,Moderate
37127,79.75,Moderate
37129,76.67,Moderate
37131,58.34,Moderate
37133,62.05,Moderate
37135,88.35,Moderate
37137,15.42,Minor
37139,70.02,Moderate
37141,15.06,Minor
37143,50.4,Moderate
37145,25.05,Minor
37147,89.81,Major
37149,18.89,Minor
37151,86.33,Moderate
37153,27.76,Minor
37155,68.33,Moderate
37157,62.81,Moderate
37159,89.05,Moderate
37161,46.86,Moderate
37163,24.55,Minor
37165,44.18,Moderate
37167,79.65,Moderate
37169,45.73,Moderate
37171,85.01,Moderate
37177,7.68,Minor
37179,84.84,Moderate
37181,27.37,Minor
37183,98.48,Severe
37185,15.59,Minor
37187,11.09,Minor
37189,37.56,Minor
37191,47.82,Moderate
37193,36.4,Minor
37195,72.57,Moderate
37197,9.66,Minor
37199,10.99,Minor
38001,46.99,Moderate
38003,46.13,Moderate
38005,89.21,Moderate
38007,52.58,Moderate
38009,51.46,Moderate
38011,39.18,Moderate
38013,48.08,Moderate
38015,55.82,Moderate
38017,83.85,Moderate
38019,48.91,Moderate
38021,70.42,Moderate
38023,42.69,Moderate
38025,83.82,Moderate
38027,13.86,Minor
38029,55.33,Moderate
38031,6.45,Minor
38033,16.21,Minor
38035,35.61,Minor
38037,14.79,Minor
38039,51.72,Moderate
38041,73.56,Moderate
38043,46.49,Moderate
38045,2.91,Minor
38047,62.01,Moderate
38049,53.54,Moderate
38051,60.66,Moderate
38053,76.87,Moderate
38055,51.06,Moderate
38057,55.63,Moderate
38059,49.14,Moderate
38061,44.74,Moderate
38063,12.11,Minor
38065,66.55,Moderate
38067,81.7,Moderate
38069,11.91,Minor
38071,60.79,Moderate
38073,6.32,Minor
38075,32.26,Minor
38077,59.43,Moderate
38079,65.82,Moderate
38081,36.57,Minor
38083,39.31,Moderate
38085,72.4,Moderate
38087,92.95,Major
38089,45.23,Moderate
38091,42.55,Moderate
38093,5.33,Minor
38095,57.25,Moderate
38097,2.88,Minor
38099,73.16,Moderate
38101,60.69,Moderate
38103,22.87,Minor
38105,17.27,Minor
39001,65.49,Moderate
39003,62.57,Moderate
39005,53.14,Moderate
39007,87.39,Moderate
39009,86.76,Moderate
39011,75.74,Moderate
39013,73.96,Moderate
39015,85.47,Moderate
39017,89.84,Major
39019,77.17,Moderate
39021,59.79,Moderate
39023,82.73,Moderate
39025,93.78,Major
39027,39.54,Moderate
39029,87.72,Moderate
39031,68.17,Moderate
39033,76.54,Moderate
39035,99.11,Severe
39037,68,Moderate
39039,39.87,Moderate
39041,88.09,Moderate
39043,69.82,Moderate
39045,92.82,Major
39047,57.18,Moderate
39049,99.4,Severe
39051,15.16,Minor
39053,54.83,Moderate
39055,80.28,Moderate
39057,89.38,Moderate
39059,77.96,Moderate
39061,98.74,Severe
39063,78.19,Moderate
39065,78.56,Moderate
39067,77.99,Moderate
39069,80.44,Moderate
39071,78.26,Moderate
39073,59.36,Moderate
39075,57.41,Moderate
39077,64.03,Moderate
39079,84.32,Moderate
39081,75.88,Moderate
39083,48.41,Moderate
39085,90.17,Major
39087,71.34,Moderate
39089,90.93,Major
39091,48.87,Moderate
39093,89.77,Major
39095,94.08,Major
39097,74.09,Moderate
39099,91.89,Major
39101,56.75,Moderate
39103,81.63,Moderate
39105,71.01,Moderate
39107,32.33,Minor
39109,71.18,Moderate
39111,76.21,Moderate
39113,94.77,Major
39115,52.88,Moderate
39117,16.61,Minor
39119,86,Moderate
39121,70.62,Moderate
39123,24.72,Minor
39125,38.39,Moderate
39127,81.44,Moderate
39129,75.51,Moderate
39131,53.74,Moderate
39133,89.18,Moderate
39135,44.28,Moderate
39137,53.24,Moderate
39139,79.42,Moderate
39141,87.82,Moderate
39143,74.72,Moderate
39145,88.45,Moderate
39147,82.03,Moderate
39149,33.49,Minor
39151,94.51,Major
39153,96.82,Major
39155,83.98,Moderate
39157,81.07,Moderate
39159,49.17,Moderate
39161,27.2,Minor
39163,62.44,Moderate
39165,88.65,Moderate
39167,81.93,Moderate
39169,86.3,Moderate
39171,78.62,Moderate
39173,83.32,Moderate
39175,47.19,Moderate
40001,85.11,Moderate
40003,37.59,Minor
40005,50.86,Moderate
40007,27.1,Minor
40009,30.61,Minor
40011,9.73,Minor
40013,59.63,Moderate
40015,47.29,Moderate
40017,63.27,Moderate
40019,59.56,Moderate
40021,75.45,Moderate
40023,47.09,Moderate
40025,3.57,Minor
40027,18.5,Minor
40029,18.1,Minor
40031,62.18,Moderate
40033,10.62,Minor
40035,35.54,Minor
40037,51.16,Moderate
40039,18.3,Minor
40041,87.95,Moderate
40043,4.57,Minor
40045,10.52,Minor
40047,47.25,Moderate
40049,40.47,Moderate
40051,48.21,Moderate
40053,31.97,Minor
40055,77.4,Moderate
40057,1.75,Minor
40059,66.12,Moderate
40061,33.12,Minor
40063,35.9,Minor
40065,62.31,Moderate
40067,9.07,Minor
40069,38.75,Moderate
40071,64.86,Moderate
40073,8.6,Minor
40075,12.97,Minor
40077,44.24,Moderate
40079,76.7,Moderate
40081,26.7,Minor
40083,40.93,Moderate
40085,33.22,Minor
40087,39.91,Moderate
40089,69.76,Moderate
40091,36.76,Minor
40093,77.13,Moderate
40095,9.53,Minor
40097,66.48,Moderate
40099,41.86,Moderate
40101,24.42,Minor
40103,42.16,Moderate
40105,25.31,Minor
40107,26.04,Minor
40109,96.62,Major
40111,45.37,Moderate
40113,75.38,Moderate
40115,44.31,Moderate
40117,69.49,Moderate
40119,33.16,Minor
40121,82.63,Moderate
40123,56.52,Moderate
40125,59.73,Moderate
40127,76.47,Moderate
40129,12.74,Minor
40131,65.22,Moderate
40133,21.01,Minor
40135,38.88,Moderate
40137,47.78,Moderate
40139,46.76,Moderate
40141,7.61,Minor
40143,95.07,Major
40145,43.18,Moderate
40147,57.45,Moderate
40149,22.34,Minor
40151,40.67,Moderate
40153,65.42,Moderate
41001,4.43,Minor
41003,78.42,Moderate
41005,92.89,Major
41007,22.96,Minor
41009,84.78,Moderate
41011,33.55,Minor
41013,15.75,Minor
41015,2.28,Minor
41017,73.83,Moderate
41019,43.65,Moderate
41021,38.22,Minor
41023,0.66,Minor
41025,25.45,Minor
41027,0.53,Minor
41029,82,Moderate
41031,53.9,Moderate
41033,28.82,Minor
41035,12.71,Minor
41037,22.27,Minor
41039,85.24,Moderate
41041,41.63,Moderate
41043,85.21,Moderate
41045,27.7,Minor
41047,51.29,Moderate
41049,35.41,Minor
41051,96.72,Major
41053,24.82,Minor
41055,9.46,Minor
41057,25.65,Minor
41059,70.85,Moderate
41061,37.39,Minor
41063,10.32,Minor
41065,72.1,Moderate
41067,92.03,Major
41071,82.43,Moderate
42001,65.52,Moderate
42003,97.32,Major
42005,82.06,Moderate
42007,52.08,Moderate
42009,87.19,Moderate
42011,96.03,Major
42013,84.81,Moderate
42015,88.12,Moderate
42017,97.65,Major
42019,82.99,Moderate
42021,92.29,Major
42023,20.71,Minor
42025,78.86,Moderate
42027,82.56,Moderate
42029,97.78,Major
42031,61.05,Moderate
42033,87.43,Moderate
42035,83.72,Moderate
42037,62.94,Moderate
42039,67.14,Moderate
42041,91.83,Major
42043,91.59,Major
42045,97.15,Major
42047,57.74,Moderate
42049,95.7,Major
42051,81.57,Moderate
42053,36.7,Minor
42055,85.8,Moderate
42057,60.32,Moderate
42059,81.6,Moderate
42061,69.62,Moderate
42063,89.87,Major
42065,58.77,Moderate
42067,10.06,Minor
42069,91.33,Major
42071,94.54,Major
42073,60.29,Moderate
42075,40.83,Moderate
42077,94.41,Major
42079,91.03,Major
42081,83.09,Moderate
42083,74.62,Moderate
42085,77.07,Moderate
42087,29.98,Minor
42089,88.22,Moderate
42091,97.85,Major
42093,18.83,Minor
42095,93.28,Major
42097,82.3,Moderate
42099,57.02,Moderate
42101,98.71,Severe
42103,52.28,Moderate
42105,78.66,Moderate
42107,89.68,Major
42109,25.94,Minor
42111,84.08,Moderate
42113,21.24,Minor
42115,56.06,Moderate
42117,80.81,Moderate
42119,46.53,Moderate
42121,54.57,Moderate
42123,71.14,Moderate
42125,93.32,Major
42127,70.75,Moderate
42129,95.83,Major
42131,59.6,Moderate
42133,95.3,Major
44001,25.51,Minor
44003,73.26,Moderate
44005,79.91,Moderate
44007,94.67,Major
44009,41.69,Moderate
45001,21.48,Minor
45003,83.12,Moderate
45005,13.6,Minor
45007,91.26,Major
45009,22.4,Minor
45011,11.78,Minor
45013,84.75,Moderate
45015,84.65,Moderate
45017,50.56,Moderate
45019,91.4,Major
45021,63.24,Moderate
45023,80.51,Moderate
45025,39.15,Moderate
45027,68.86,Moderate
45029,39.97,Moderate
45031,18.73,Minor
45033,12.57,Minor
45035,44.47,Moderate
45037,62.97,Moderate
45039,72.5,Moderate
45041,28.92,Minor
45043,30.58,Minor
45045,94.97,Major
45047,65.88,Moderate
45049,12.81,Minor
45051,68.2,Moderate
45053,40.21,Moderate
45055,74.26,Moderate
45057,77.6,Moderate
45059,88.42,Moderate
45061,8.34,Minor
45063,92.65,Major
45065,4.73,Minor
45067,18.66,Minor
45069,51.49,Moderate
45071,57.91,Moderate
45073,48.94,Moderate
45075,75.28,Moderate
45077,72.67,Moderate
45079,94.34,Major
45081,31.34,Minor
45083,92.55,Major
45085,55.92,Moderate
45087,91.23,Major
45089,69.56,Moderate
45091,88.15,Moderate
46003,31.27,Minor
46005,4.6,Minor
46007,61.15,Moderate
46009,8.11,Minor
46011,56.82,Moderate
46013,38.09,Minor
46015,1.69,Minor
46017,1.65,Minor
46019,21.94,Minor
46021,21.67,Minor
46023,19.89,Minor
46025,46.29,Moderate
46027,78.16,Moderate
46029,49.54,Moderate
46031,86.7,Moderate
46033,43.22,Moderate
46035,17.77,Minor
46037,28.59,Minor
46039,4,Minor
46043,13.83,Minor
46045,83.39,Moderate
46047,10.09,Minor
46049,18.93,Minor
46051,43.94,Moderate
46055,20.05,Minor
46057,6.65,Minor
46059,85.31,Moderate
46061,28.36,Minor
46063,33.45,Minor
46065,71.11,Moderate
46067,32.86,Minor
46069,18.03,Minor
46071,50.17,Moderate
46073,29.05,Minor
46075,31.4,Minor
46077,31.11,Minor
46079,37.89,Minor
46081,13.5,Minor
46083,23.49,Minor
46085,37.19,Minor
46087,31.47,Minor
46089,78.09,Moderate
46091,64.23,Moderate
46093,22.07,Minor
46095,82.89,Moderate
46097,8.57,Minor
46099,86.83,Moderate
46101,41.46,Moderate
46102,35.37,Minor
46103,53.21,Moderate
46105,36.14,Minor
46107,8.14,Minor
46109,35.94,Minor
46111,8.8,Minor
46115,18.6,Minor
46117,45.27,Moderate
46125,79.19,Moderate
46127,15.12,Minor
46129,2.81,Minor
46135,34.55,Minor
46137,86.07,Moderate
47001,82.96,Moderate
47003,2.55,Minor
47007,3.74,Minor
47009,89.94,Major
47011,80.38,Moderate
47013,70.15,Moderate
47015,12.41,Minor
47017,52.42,Moderate
47021,44.51,Moderate
47023,20.12,Minor
47025,56.35,Moderate
47027,21.05,Minor
47029,1.42,Minor
47031,58.67,Moderate
47033,12.94,Minor
47035,29.72,Minor
47037,98.94,Severe
47041,43.25,Moderate
47043,67.84,Moderate
47045,52.95,Moderate
47047,34.38,Minor
47049,17.8,Minor
47051,65.95,Moderate
47053,64.13,Moderate
47055,27.86,Minor
47057,76.9,Moderate
47059,34.84,Minor
47061,26.44,Minor
47063,78.72,Moderate
47065,59,Moderate
47067,8.07,Minor
47069,64.26,Moderate
47073,87.89,Moderate
47075,57.11,Moderate
47077,48.58,Moderate
47079,32.79,Minor
47081,72.83,Moderate
47087,60.59,Moderate
47089,60.16,Moderate
47093,98.61,Severe
47095,2.42,Minor
47097,63.83,Moderate
47099,11.95,Minor
47101,57.88,Moderate
47103,89.64,Major
47105,70.65,Moderate
47107,70.22,Moderate
47109,53.67,Moderate
47111,30.31,Minor
47113,66.25,Moderate
47115,10.92,Minor
47117,45.07,Moderate
47119,29.29,Minor
47121,37.13,Minor
47123,86.27,Moderate
47125,72.3,Moderate
47127,9.4,Minor
47129,45.6,Moderate
47131,64.89,Moderate
47133,33.29,Minor
47137,18.56,Minor
47139,19.99,Minor
47141,65.68,Moderate
47143,38.68,Moderate
47145,69.85,Moderate
47147,79.62,Moderate
47149,83.79,Moderate
47151,63.43,Moderate
47153,5.16,Minor
47155,85.57,Moderate
47157,99.5,Severe
47159,6.55,Minor
47161,19.03,Minor
47163,88.19,Moderate
47165,82.79,Moderate
47167,26.37,Minor
47169,5.89,Minor
47171,77.33,Moderate
47173,22.24,Minor
47175,4.67,Minor
47179,75.55,Moderate
47181,79.55,Moderate
47183,73.59,Moderate
47185,34.75,Minor
47187,87.03,Moderate
47189,56.25,Moderate
48001,82.59,Moderate
48003,49.4,Moderate
48005,76.04,Moderate
48007,10.82,Minor
48009,8.37,Minor
48011,8.31,Minor
48013,59.93,Moderate
48015,85.84,Moderate
48017,73.33,Moderate
48019,23.06,Minor
48021,28.49,Minor
48023,16.08,Minor
48025,9.17,Minor
48027,79.48,Moderate
48029,98.44,Severe
48031,7.64,Minor
48033,51.82,Moderate
48035,16.68,Minor
48037,92.16,Major
48039,95.96,Major
48041,43.91,Moderate
48043,66.41,Moderate
48045,16.31,Minor
48047,57.31,Moderate
48049,69.36,Moderate
48051,64.2,Moderate
48053,13.67,Minor
48055,45.93,Moderate
48057,42.82,Moderate
48059,33.82,Minor
48061,92.32,Major
48063,29.85,Minor
48065,12.51,Minor
48067,81.5,Moderate
